County,State,Outbreak Date,Flock Type,Species Name,Birds Affected,Flock Size
Brule,South Dakota,11/23/2022,WOAH Non-Poultry,Chicken,30,30
Brookings,South Dakota,12/1/2022,WOAH Non-Poultry,Chicken,210,210
Minnehaha,South Dakota,11/30/2023,WOAH Non-Poultry,Chicken,80,80
Gregory,South Dakota,1/10/2025,WOAH Non-Poultry,Chicken,90,90
Lincoln,Tennessee,10/31/2023,WOAH Non-Poultry,Chicken,100,100
Grimes,Texas,11/21/2023,WOAH Non-Poultry,Chicken,60,60
Utah,Utah,11/18/2022,WOAH Non-Poultry,Chicken,270,270
Utah,Utah,11/8/2023,WOAH Non-Poultry,Chicken,60,60
Orleans,Vermont,12/7/2023,WOAH Non-Poultry,Chicken,40,40
Franklin,Vermont,12/24/2024,WOAH Non-Poultry,Chicken,20,20
Pierce,Washington,12/29/2022,WOAH Non-Poultry,Chicken,40,40
Thurston,Washington,1/6/2023,WOAH Non-Poultry,Chicken,120,120
Snohomish,Washington,1/19/2023,WOAH Non-Poultry,Chicken,20,20
Stevens,Washington,11/1/2024,WOAH Non-Poultry,Chicken,130,130
Kanawha,West Virginia,2/16/2024,WOAH Non-Poultry,Chicken,250,250
Elkhart,Indiana,4/20/2022,Commercial Duck Meat Bird,Duck,"6,600",6600
Union,North Carolina,12/2/2022,WOAH Non-Poultry,Duck,9,9
New London,Connecticut,2/6/2025,WOAH Non-Poultry,Duck,20,20
Rowan,North Carolina,5/18/2023,WOAH Non-Poultry,Duck,30,30
King,Washington,10/17/2023,WOAH Non-Poultry,Duck,10,10
Mason,Washington,2/10/2025,WOAH Non-Poultry,Duck,7,7
Riverside,California,12/4/2024,WOAH Non-Poultry,Goose,70,70
Putnam,New York,1/23/2025,WOAH Non-Poultry,Goose,60,60
Park,Montana,10/19/2023,WOAH Non-Poultry,Goose,3,3
Carson,Texas,12/29/2023,WOAH Non-Poultry,Guinea Fowl,30,30
Howard,Missouri,12/18/2024,WOAH Non-Poultry,Multiple Poultry Species,60,60
Monroe,New York,2/26/2024,WOAH Non-Poultry,Multiple Poultry Species,20,20
Nelson,North Dakota,12/18/2024,WOAH Non-Poultry,Multiple Poultry Species,60,60
Monroe,Pennsylvania,1/30/2025,WOAH Non-Poultry,Multiple Poultry Species,30,30
Adams,Pennsylvania,2/4/2025,WOAH Non-Poultry,Multiple Poultry Species,30,30
Monroe,Mississippi,3/16/2023,WOAH Non-Poultry,Multiple Poultry Species,30,30
Pickens,Alabama,12/19/2024,WOAH Non-Poultry,Multiple Poultry Species,50,50
Matanuska Susitna,Alaska,11/20/2024,WOAH Non-Poultry,Multiple Poultry Species,40,40
Matanuska Susitna,Alaska,11/26/2024,WOAH Non-Poultry,Multiple Poultry Species,70,70
Placer,California,1/31/2024,WOAH Non-Poultry,Multiple Poultry Species,20,20
Clinton,Iowa,1/7/2025,WOAH Non-Poultry,Multiple Poultry Species,40,40
Charles,Maryland,2/22/2024,WOAH Non-Poultry,Multiple Poultry Species,30,30
Martin,Minnesota,11/18/2024,WOAH Non-Poultry,Multiple Poultry Species,40,40
Houston,Minnesota,12/20/2024,WOAH Non-Poultry,Multiple Poultry Species,60,60
Olmsted,Minnesota,1/6/2025,WOAH Non-Poultry,Multiple Poultry Species,120,120
Guilford,North Carolina,3/28/2024,WOAH Non-Poultry,Multiple Poultry Species,80,80
Klamath,Oregon,3/22/2023,WOAH Non-Poultry,Multiple Poultry Species,30,30
Umatilla,Oregon,3/30/2023,WOAH Non-Poultry,Multiple Poultry Species,50,50
Union,Oregon,10/25/2023,WOAH Non-Poultry,Multiple Poultry Species,30,30
Benton,Oregon,12/20/2023,WOAH Non-Poultry,Multiple Poultry Species,50,50
Crook,Oregon,10/25/2024,WOAH Non-Poultry,Multiple Poultry Species,180,180
Malheur,Oregon,11/13/2024,WOAH Non-Poultry,Multiple Poultry Species,8,8
Coos,Oregon,12/19/2024,WOAH Non-Poultry,Multiple Poultry Species,40,40
Klamath,Oregon,2/3/2025,WOAH Non-Poultry,Multiple Poultry Species,8,8
Kingsbury,South Dakota,12/5/2023,WOAH Non-Poultry,Multiple Poultry Species,370,370
Pierce,Washington,11/28/2023,WOAH Non-Poultry,Multiple Poultry Species,540,540
Snohomish,Washington,11/7/2024,WOAH Non-Poultry,Multiple Poultry Species,170,170
Whatcom,Washington,11/19/2024,WOAH Non-Poultry,Multiple Poultry Species,40,40
Lemhi,Idaho,12/17/2024,WOAH Non-Poultry,Poultry,20,20
Weld,Colorado,10/12/2023,WOAH Non-Poultry,Poultry,30,30
Cassia,Idaho,5/6/2024,WOAH Non-Poultry,Poultry,600,600
Jefferson,Idaho,12/10/2024,WOAH Non-Poultry,Poultry,60,60
Phelps,Missouri,5/18/2023,WOAH Non-Poultry,Poultry,80,80
Tulare,California,10/29/2024,WOAH Non-Poultry,Ratites,10,10
Rowan,North Carolina,1/25/2023,WOAH Non-Poultry,Ratites,2,2
Stearns,Minnesota,5/21/2024,Commercial Turkey Meat Bird,Turkey,"7,000",7000
Jewell,Kansas,12/10/2024,WOAH Non-Poultry,Turkey,40,40
Roosevelt,New Mexico,4/12/2024,Commercial Breeder (Multiple Bird Species),Chicken,"61,500",61500
Roosevelt,New Mexico,4/17/2024,Commercial Breeder (Multiple Bird Species),Chicken,"51,800",51800
Cleveland,Arkansas,1/24/2025,Commercial Broiler Breeder,Chicken,"19,500",19500
Mcdonald,Missouri,1/28/2025,Commercial Broiler Breeder,Chicken,"18,300",18300
Gibson,Tennessee,11/29/2024,Commercial Broiler Breeder,Chicken,"37,700",37700
Fresno,California,9/1/2022,Commercial Broiler Breeder,Chicken,"22,900",22900
Montrose,Colorado,4/19/2022,Commercial Broiler Breeder,Chicken,"58,000",58000
Delta,Colorado,2/8/2024,Commercial Broiler Breeder,Chicken,"66,500",66500
Greene,Mississippi,12/20/2024,Commercial Broiler Breeder,Chicken,"26,000",26000
Benton,Missouri,11/6/2023,Commercial Broiler Breeder,Chicken,"16,600",16600
Adair,Oklahoma,12/3/2024,Commercial Broiler Breeder,Chicken,"63,700",63700
Weakley,Tennessee,12/28/2022,Commercial Broiler Breeder,Chicken,"19,000",19000
Madison,Arkansas,10/7/2022,Commercial Broiler Breeder Pullets,Chicken,"56,000",56000
Clay,Arkansas,12/30/2024,Commercial Broiler Production,Chicken,"227,500",227500
Mcdonald,Missouri,1/31/2025,Commercial Broiler Production,Chicken,"131,400",131400
Carroll,Arkansas,11/29/2023,Commercial Broiler Production,Chicken,"81,200",81200
Johnson,Arkansas,12/4/2023,Commercial Broiler Production,Chicken,"109,000",109000
Stanislaus,California,12/5/2023,Commercial Broiler Production,Chicken,"239,900",239900
Stanislaus,California,12/7/2023,Commercial Broiler Production,Chicken,"258,600",258600
Kings,California,11/14/2024,Commercial Broiler Production,Chicken,"279,300",279300
Kings,California,10/30/2024,Commercial Broiler Production,Chicken,"117,200",117200
Fresno,California,12/3/2024,Commercial Broiler Production,Chicken,"237,100",237100
Fresno,California,11/29/2024,Commercial Broiler Production,Chicken,"266,400",266400
Tulare,California,12/13/2024,Commercial Broiler Production,Chicken,"514,500",514500
Stanislaus,California,12/27/2024,Commercial Broiler Production,Chicken,"101,700",101700
Kent,Delaware,1/4/2025,Commercial Broiler Production,Chicken,"125,000",125000
Elbert,Georgia,1/21/2025,Commercial Broiler Production,Chicken,"130,400",130400
Queen Anne's,Maryland,1/16/2025,Commercial Broiler Production,Chicken,"146,900",146900
Leake,Mississippi,2/7/2023,Commercial Broiler Production,Chicken,"89,800",89800
Copiah,Mississippi,12/30/2024,Commercial Broiler Production,Chicken,"210,000",210000
Gage,Nebraska,2/6/2024,Commercial Broiler Production,Chicken,"102,000",102000
Marion,Oregon,11/16/2023,Commercial Broiler Production,Chicken,"123,500",123500
Lancaster,Pennsylvania,4/22/2022,Commercial Broiler Production,Chicken,"50,300",50300
Lancaster,Pennsylvania,2/21/2023,Commercial Broiler Production,Chicken,"97,700",97700
Weakley,Tennessee,1/20/2023,Commercial Broiler Production,Chicken,"267,800",267800
Wayne,North Carolina,4/6/2022,Commercial Broiler Production,Chicken,"216,000",216000
Washington,Maryland,11/29/2022,Commercial Table Egg Breeder,Chicken,"24,600",24600
Riverside,California,12/24/2024,Commercial Table Egg Layer,Chicken,"1,105,500",1105500
Cecil,Maryland,3/4/2022,Commercial Table Egg Layer,Chicken,"644,000",644000
Merced,California,12/5/2024,Commercial Table Egg Layer,Chicken,"306,100",306100
Merced,California,12/5/2024,Commercial Table Egg Layer,Chicken,"793,700",793700
Sonoma,California,12/28/2023,Commercial Table Egg Layer,Chicken,"37,300",37300
Merced,California,1/3/2024,Commercial Table Egg Layer,Chicken,"764,300",764300
Merced,California,12/13/2023,Commercial Table Egg Layer,Chicken,"1,358,600",1358600
San Joaquin,California,12/24/2024,Commercial Table Egg Layer,Chicken,"627,800",627800
Weld,Colorado,12/16/2022,Commercial Table Egg Layer,Chicken,"1,291,000",1291000
Sioux,Iowa,5/28/2024,Commercial Table Egg Layer,Chicken,"4,287,400",4287400
O'brien,Iowa,12/17/2024,Commercial Table Egg Layer,Chicken,"351,400",351400
Sioux,Iowa,12/17/2024,Commercial Table Egg Layer,Chicken,"428,600",428600
Ionia,Michigan,4/2/2024,Commercial Table Egg Layer,Chicken,"1,928,500",1928500
Newton,Missouri,1/24/2025,Commercial Table Egg Layer,Chicken,"1,149,400",1149400
Hyde,North Carolina,1/7/2025,Commercial Table Egg Layer,Chicken,"3,314,900",3314900
Mercer,Ohio,1/23/2025,Commercial Table Egg Layer,Chicken,"85,000",85000
Darke,Ohio,1/24/2025,Commercial Table Egg Layer,Chicken,"1,818,000",1818000
Darke,Ohio,1/30/2025,Commercial Table Egg Layer,Chicken,"150,700",150700
Mercer,Ohio,1/31/2025,Commercial Table Egg Layer,Chicken,"748,800",748800
Mercer,Ohio,2/4/2025,Commercial Table Egg Layer,Chicken,"96,700",96700
Mercer,Ohio,2/5/2025,Commercial Table Egg Layer,Chicken,"174,600",174600
Mercer,Ohio,2/6/2025,Commercial Table Egg Layer,Chicken,"232,600",232600
Mercer,Ohio,2/7/2025,Commercial Table Egg Layer,Chicken,"96,300",96300
Defiance,Ohio,9/3/2022,Commercial Table Egg Layer,Chicken,"3,748,500",3748500
Lancaster,Pennsylvania,4/15/2022,Commercial Table Egg Layer,Chicken,"1,380,500",1380500
Berks,Pennsylvania,5/17/2022,Commercial Table Egg Layer,Chicken,"79,000",79000
Lancaster,Pennsylvania,4/20/2022,Commercial Table Egg Layer,Chicken,"879,400",879400
Cache,Utah,4/25/2022,Commercial Table Egg Layer,Chicken,"1,501,200",1501200
Cache,Utah,10/15/2024,Commercial Table Egg Layer,Chicken,"1,852,900",1852900
Cecil,Maryland,3/18/2022,Commercial Table Egg Pullets,Chicken,"315,400",315400
Marin,California,12/28/2023,Commercial Table Egg Pullets,Chicken,"151,000",151000
Weld,Colorado,6/9/2022,Commercial Table Egg Pullets,Chicken,"205,000",205000
Weld,Colorado,7/19/2024,Commercial Table Egg Pullets,Chicken,"300,800",300800
Darke,Ohio,1/17/2025,Commercial Table Egg Pullets,Chicken,"200,000",200000
Hardin,Ohio,12/27/2023,Commercial Table Egg Pullets,Chicken,"1,363,900",1363900
Hillsborough,Florida,3/21/2023,Live Bird Market,Chicken,340,340
Mcdonald,Missouri,1/24/2025,Primary Broiler Breeder Pedigree Farm,Chicken,650,650
Bethel,Alaska,8/2/2022,WOAH Non-Poultry,Chicken,20,20
Matanuska Susitna,Alaska,10/5/2022,WOAH Non-Poultry,Chicken,40,40
Yavapai,Arizona,11/3/2022,WOAH Non-Poultry,Chicken,30,30
Sacramento,California,8/10/2022,WOAH Non-Poultry,Chicken,40,40
Osceola,Florida,8/16/2022,WOAH Non-Poultry,Chicken,10,10
Martin,Florida,10/11/2022,WOAH Non-Poultry,Chicken,50,50
Lake,Florida,10/25/2022,WOAH Non-Poultry,Chicken,9,9
Martin,Florida,10/25/2022,WOAH Non-Poultry,Chicken,30,30
Pasco,Florida,10/26/2022,WOAH Non-Poultry,Chicken,40,40
Indian River,Florida,10/25/2022,WOAH Non-Poultry,Chicken,30,30
Duval,Florida,11/15/2022,WOAH Non-Poultry,Chicken,30,30
Caribou,Idaho,4/14/2022,WOAH Non-Poultry,Chicken,7,7
Gooding,Idaho,4/19/2022,WOAH Non-Poultry,Chicken,80,80
Ada,Idaho,5/17/2022,WOAH Non-Poultry,Chicken,20,20
Ada,Idaho,5/19/2022,WOAH Non-Poultry,Chicken,30,30
Canyon,Idaho,5/19/2022,WOAH Non-Poultry,Chicken,10,10
Valley,Idaho,10/20/2022,WOAH Non-Poultry,Chicken,20,20
Boone,Illinois,5/17/2022,WOAH Non-Poultry,Chicken,20,20
Pottawattamie,Iowa,3/1/2022,WOAH Non-Poultry,Chicken,40,40
Louisa,Iowa,11/8/2022,WOAH Non-Poultry,Chicken,20,20
Sedgwick,Kansas,3/17/2022,WOAH Non-Poultry,Chicken,6,6
Mitchell,Kansas,3/25/2022,WOAH Non-Poultry,Chicken,20,20
Knox,Maine,3/19/2022,WOAH Non-Poultry,Chicken,20,20
Bristol,Massachusetts,9/15/2022,WOAH Non-Poultry,Chicken,50,50
Mower,Minnesota,3/26/2022,WOAH Non-Poultry,Chicken,20,20
Carver,Minnesota,4/28/2022,WOAH Non-Poultry,Chicken,20,20
Chisago,Minnesota,5/3/2022,WOAH Non-Poultry,Chicken,30,30
Chisago,Minnesota,4/30/2022,WOAH Non-Poultry,Chicken,60,60
Chisago,Minnesota,5/12/2022,WOAH Non-Poultry,Chicken,40,40
Clay,Minnesota,5/18/2022,WOAH Non-Poultry,Chicken,20,20
Polk,Minnesota,5/20/2022,WOAH Non-Poultry,Chicken,50,50
Freeborn,Minnesota,9/13/2022,WOAH Non-Poultry,Chicken,320,320
Isanti,Minnesota,9/14/2022,WOAH Non-Poultry,Chicken,4,4
Ralls,Missouri,3/15/2022,WOAH Non-Poultry,Chicken,100,100
Toole,Montana,4/12/2022,WOAH Non-Poultry,Chicken,20,20
Merrick,Nebraska,3/15/2022,WOAH Non-Poultry,Chicken,90,90
Holt,Nebraska,3/26/2022,WOAH Non-Poultry,Chicken,50,50
Washington,Nebraska,4/29/2022,WOAH Non-Poultry,Chicken,50,50
Carson City,Nevada,7/7/2022,WOAH Non-Poultry,Chicken,40,40
Fulton,New York,4/6/2022,WOAH Non-Poultry,Chicken,4,4
Wayne,New York,11/1/2022,WOAH Non-Poultry,Chicken,10,10
Wake,North Carolina,10/21/2022,WOAH Non-Poultry,Chicken,170,170
Sheridan,North Dakota,4/12/2022,WOAH Non-Poultry,Chicken,30,30
Burke,North Dakota,5/17/2022,WOAH Non-Poultry,Chicken,50,50
Mountrail,North Dakota,11/10/2022,WOAH Non-Poultry,Chicken,40,40
Williams,Ohio,9/14/2022,WOAH Non-Poultry,Chicken,60,60
Deschutes,Oregon,7/22/2022,WOAH Non-Poultry,Chicken,90,90
Coos,Oregon,7/28/2022,WOAH Non-Poultry,Chicken,20,20
Tillamook,Oregon,9/28/2022,WOAH Non-Poultry,Chicken,10,10
Deschutes,Oregon,11/1/2022,WOAH Non-Poultry,Chicken,8,8
Westmoreland,Pennsylvania,10/4/2022,WOAH Non-Poultry,Chicken,160,160
Monroe,Pennsylvania,10/5/2022,WOAH Non-Poultry,Chicken,40,40
Allegheny,Pennsylvania,2/7/2023,WOAH Non-Poultry,Chicken,20,20
Hamlin,South Dakota,5/4/2022,WOAH Non-Poultry,Chicken,20,20
Rockwall,Texas,10/19/2022,WOAH Non-Poultry,Chicken,50,50
Salt Lake,Utah,7/1/2022,WOAH Non-Poultry,Chicken,20,20
Weber,Utah,8/24/2022,WOAH Non-Poultry,Chicken,20,20
Gloucester,Virginia,11/7/2022,WOAH Non-Poultry,Chicken,80,80
Thurston,Washington,5/17/2022,WOAH Non-Poultry,Chicken,410,410
Snohomish,Washington,5/27/2022,WOAH Non-Poultry,Chicken,40,40
King,Washington,5/24/2022,WOAH Non-Poultry,Chicken,7,7
Yakima,Washington,6/14/2022,WOAH Non-Poultry,Chicken,30,30
Snohomish,Washington,6/9/2022,WOAH Non-Poultry,Chicken,9,9
Yakima,Washington,6/29/2022,WOAH Non-Poultry,Chicken,6,6
King,Washington,6/22/2022,WOAH Non-Poultry,Chicken,9,9
Park,Wyoming,3/30/2022,WOAH Non-Poultry,Chicken,40,40
Johnson,Wyoming,3/29/2022,WOAH Non-Poultry,Chicken,40,40
Converse,Wyoming,11/7/2022,WOAH Non-Poultry,Chicken,20,20
Allen,Indiana,5/19/2022,WOAH Non-Poultry,Chicken,7,7
Allen,Indiana,6/9/2022,WOAH Non-Poultry,Chicken,40,40
Kalamazoo,Michigan,2/23/2022,WOAH Non-Poultry,Chicken,30,30
Menominee,Michigan,4/11/2022,WOAH Non-Poultry,Chicken,70,70
Menominee,Michigan,4/16/2022,WOAH Non-Poultry,Chicken,30,30
Saginaw,Michigan,4/27/2022,WOAH Non-Poultry,Chicken,80,80
Genesee,Michigan,10/12/2022,WOAH Non-Poultry,Chicken,20,20
Mchenry,North Dakota,11/22/2024,WOAH Poultry,Chicken,80,80
Adair,Oklahoma,12/11/2024,WOAH Poultry,Chicken,"40,000",40000
Matanuska Susitna,Alaska,10/14/2022,WOAH Poultry,Chicken,"1,000",1000
Pitkin,Colorado,4/8/2022,WOAH Poultry,Chicken,30,30
Indian River,Florida,10/25/2022,WOAH Poultry,Chicken,50,50
Seminole,Florida,11/16/2022,WOAH Poultry,Chicken,100,100
Gooding,Idaho,4/14/2022,WOAH Poultry,Chicken,20,20
Ada,Idaho,5/17/2022,WOAH Poultry,Chicken,9,9
Canyon,Idaho,5/17/2022,WOAH Poultry,Chicken,30,30
Canyon,Idaho,10/3/2024,WOAH Poultry,Chicken,100,100
Shawnee,Kansas,10/19/2022,WOAH Poultry,Chicken,120,120
Mcpherson,Kansas,12/19/2023,WOAH Poultry,Chicken,"20,000",20000
Cumberland,Maine,3/22/2022,WOAH Poultry,Chicken,250,250
Chisago,Minnesota,5/11/2022,WOAH Poultry,Chicken,160,160
Copiah,Mississippi,2/17/2023,WOAH Poultry,Chicken,50,50
Knox,Nebraska,12/14/2022,WOAH Poultry,Chicken,160,160
Merrimack,New Hampshire,9/23/2022,WOAH Poultry,Chicken,250,250
Ward,North Dakota,9/22/2022,WOAH Poultry,Chicken,60,60
Ward,North Dakota,11/10/2022,WOAH Poultry,Chicken,20,20
Butler,Ohio,11/7/2022,WOAH Poultry,Chicken,150,150
Union,Oregon,10/20/2023,WOAH Poultry,Chicken,100,100
Spink,South Dakota,12/14/2022,WOAH Poultry,Chicken,280,280
Codington,South Dakota,1/5/2023,WOAH Poultry,Chicken,140,140
Day,South Dakota,11/20/2023,WOAH Poultry,Chicken,60,60
Kittitas,Washington,10/27/2023,WOAH Poultry,Chicken,70,70
Monterey,California,12/14/2024,Commercial Duck Breeder,Duck,"13,700",13700
Merced,California,2/6/2023,Commercial Duck Breeder,Duck,"29,100",29100
Elkhart,Indiana,4/8/2022,Commercial Duck Breeder,Duck,"4,700",4700
Berks,Pennsylvania,5/23/2022,Commercial Duck Breeder,Duck,"4,700",4700
Lancaster,Pennsylvania,3/4/2023,Commercial Duck Breeder,Duck,"11,300",11300
Elkhart,Indiana,4/14/2022,Commercial Duck Breeder,Duck,"6,400",6400
Lancaster,Pennsylvania,2/6/2025,Commercial Duck Meat Bird,Duck,"40,000",40000
Sonoma,California,12/7/2023,Commercial Duck Meat Bird,Duck,"4,900",4900
Tulare,California,12/14/2024,Commercial Duck Meat Bird,Duck,"41,100",41100
Tulare,California,11/21/2024,Commercial Duck Meat Bird,Duck,"96,900",96900
Marin,California,11/20/2024,Commercial Duck Meat Bird,Duck,"6,500",6500
Merced,California,12/14/2024,Commercial Duck Meat Bird,Duck,"119,000",119000
Lancaster,Pennsylvania,4/29/2022,Commercial Duck Meat Bird,Duck,"19,300",19300
Berks,Pennsylvania,5/3/2022,Commercial Duck Meat Bird,Duck,"74,300",74300
Racine,Wisconsin,9/28/2022,Commercial Duck Meat Bird,Duck,"10,000",10000
Fresno,California,9/20/2022,WOAH Non-Poultry,Duck,100,100
Jefferson,Colorado,5/19/2022,WOAH Non-Poultry,Duck,10,10
Warren,New Jersey,10/13/2022,WOAH Non-Poultry,Duck,6,6
Macomb,Michigan,9/19/2022,WOAH Non-Poultry,Duck,40,40
Matanuska Susitna,Alaska,10/5/2022,WOAH Poultry,Duck,10,10
Lancaster,Pennsylvania,2/1/2023,WOAH Poultry,Duck,"2,700",2700
Lancaster,Pennsylvania,2/24/2023,WOAH Poultry,Duck,"4,000",4000
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,Duck,"2,400",2400
Lancaster,Pennsylvania,3/14/2023,WOAH Poultry,Duck,"3,900",3900
Snohomish,Washington,12/30/2022,WOAH Poultry,Duck,180,180
Ada,Idaho,5/13/2022,WOAH Non-Poultry,Goose,60,60
Waldo,Maine,4/5/2022,WOAH Non-Poultry,Goose,50,50
Benton,Minnesota,4/13/2022,WOAH Non-Poultry,Goose,7,7
Allen,Ohio,9/14/2022,WOAH Non-Poultry,Goose,2,2
Johnson,Kansas,10/7/2022,WOAH Poultry,Goose,6,6
Chilton,Alabama,10/27/2023,Commercial Upland Gamebird Producer,Multiple Poultry Species,"306,500",306500
Miami-dade,Florida,10/7/2024,Live Bird Sales  (non-slaughter),Multiple Poultry Species,70,70
Linn,Oregon,5/5/2022,WOAH Non-Poultry,Multiple Poultry Species,90,90
Putnam,New York,4/17/2023,WOAH Poultry,Multiple Poultry Species,110,110
Clay,Iowa,11/3/2023,WOAH Poultry,Multiple Poultry Species,"7,700",7700
Greene,Ohio,12/19/2024,WOAH Poultry,Multiple Poultry Species,110,110
Bucks,Pennsylvania,3/6/2023,WOAH Poultry,Multiple Poultry Species,"1,700",1700
Lancaster,Pennsylvania,3/13/2023,WOAH Poultry,Multiple Poultry Species,"6,000",6000
Chester,Pennsylvania,3/4/2023,WOAH Poultry,Multiple Poultry Species,"6,900",6900
Lancaster,Pennsylvania,3/6/2023,WOAH Poultry,Multiple Poultry Species,"1,800",1800
Lancaster,Pennsylvania,2/27/2023,WOAH Poultry,Multiple Poultry Species,"4,400",4400
Pocahontas,West Virginia,1/3/2025,WOAH Poultry,Multiple Poultry Species,9,9
Doniphan,Kansas,12/18/2024,Commercial Raised for Release Upland Game Bird,Pheasant,"5,700",5700
Rooks,Kansas,12/18/2024,Commercial Raised for Release Upland Game Bird,Pheasant,"5,300",5300
Mitchell,Kansas,1/11/2024,Commercial Raised for Release Upland Game Bird,Pheasant,"1,400",1400
Spink,South Dakota,1/16/2024,Commercial Raised for Release Upland Game Bird,Pheasant,"1,900",1900
Suffolk,New York,3/23/2022,Commercial Upland Gamebird Producer,Pheasant,"8,500",8500
Mitchell,Kansas,2/8/2023,Commercial Upland Gamebird Producer,Pheasant,"17,000",17000
Mitchell,Kansas,1/10/2024,Commercial Upland Gamebird Producer,Pheasant,"32,000",32000
York,Nebraska,10/4/2022,Commercial Upland Gamebird Producer,Pheasant,"139,500",139500
Brule,South Dakota,10/6/2022,Commercial Upland Gamebird Producer,Pheasant,500,500
Gregory,South Dakota,11/1/2022,Commercial Upland Gamebird Producer,Pheasant,"3,000",3000
Spink,South Dakota,3/22/2023,Commercial Upland Gamebird Producer,Pheasant,570,570
Clark,South Dakota,11/8/2023,Commercial Upland Gamebird Producer,Pheasant,"8,500",8500
Charles Mix,South Dakota,12/20/2023,Commercial Upland Gamebird Producer,Pheasant,50,50
Edmunds,South Dakota,12/21/2023,Commercial Upland Gamebird Producer,Pheasant,"3,800",3800
Edmunds,South Dakota,12/30/2023,Commercial Upland Gamebird Producer,Pheasant,"1,400",1400
Cache,Utah,10/3/2022,WOAH Non-Poultry,Pheasant,320,320
Henry,Illinois,11/19/2024,WOAH Poultry,Pheasant,"5,600",5600
Mitchell,Kansas,1/16/2024,WOAH Poultry,Pheasant,220,220
Lapeer,Michigan,3/23/2023,WOAH Poultry,Pheasant,950,950
Iron,Utah,11/28/2022,WOAH Poultry,Pheasant,"3,000",3000
Sioux,Iowa,11/28/2023,Commercial Table Egg Layer,Poultry,"1,616,300",1616300
Sheboygan,Wisconsin,4/14/2022,WOAH Non-Poultry,Poultry,20,20
Fauquier,Virginia,2/12/2022,WOAH Non-Poultry,Poultry,90,90
New Haven,Connecticut,10/5/2022,WOAH Non-Poultry,Poultry,50,50
Kent,Delaware,9/24/2022,WOAH Non-Poultry,Poultry,30,30
Bremer,Iowa,5/4/2022,WOAH Non-Poultry,Poultry,50,50
Logan,Kentucky,10/11/2022,WOAH Non-Poultry,Poultry,190,190
Stearns,Minnesota,3/31/2022,WOAH Non-Poultry,Poultry,150,150
Bates,Missouri,3/4/2022,WOAH Non-Poultry,Poultry,50,50
Jackson,Missouri,10/18/2022,WOAH Non-Poultry,Poultry,40,40
Fergus,Montana,5/6/2022,WOAH Non-Poultry,Poultry,20,20
Pondera,Montana,4/29/2022,WOAH Non-Poultry,Poultry,"2,000",2000
Scotts Bluff,Nebraska,4/5/2022,WOAH Non-Poultry,Poultry,30,30
Berks,Pennsylvania,11/17/2022,WOAH Non-Poultry,Poultry,30,30
Spink,South Dakota,10/20/2022,WOAH Non-Poultry,Poultry,160,160
Sauk,Wisconsin,5/3/2022,WOAH Non-Poultry,Poultry,40,40
Marinette,Wisconsin,5/13/2022,WOAH Non-Poultry,Poultry,90,90
Dunn,Wisconsin,5/16/2022,WOAH Non-Poultry,Poultry,150,150
Johnson,Indiana,4/28/2022,WOAH Non-Poultry,Poultry,40,40
Waukesha,Wisconsin,11/2/2022,WOAH Non-Poultry,Poultry,10,10
Suffolk,New York,3/25/2022,WOAH Poultry,Poultry,290,290
Boulder,Colorado,10/7/2022,WOAH Poultry,Poultry,600,600
Ada,Idaho,5/10/2022,WOAH Poultry,Poultry,70,70
Elkhart,Indiana,9/1/2022,WOAH Poultry,Poultry,260,260
Republic,Kansas,4/27/2022,WOAH Poultry,Poultry,110,110
Webster,Missouri,11/22/2022,WOAH Poultry,Poultry,"9,100",9100
Putnam,New York,4/12/2023,WOAH Poultry,Poultry,200,200
Lane,Oregon,5/17/2022,WOAH Poultry,Poultry,450,450
King,Washington,6/7/2022,WOAH Poultry,Poultry,50,50
Snohomish,Washington,7/19/2022,WOAH Poultry,Poultry,340,340
Kenosha,Wisconsin,12/19/2024,WOAH Poultry,Poultry,6,6
Washington,Wisconsin,9/2/2022,WOAH Poultry,Poultry,120,120
Allen,Indiana,6/7/2022,WOAH Poultry,Poultry,110,110
Becker,Minnesota,10/19/2023,Commercial Breeder Operation,Turkey,"20,200",20200
Otter Tail,Minnesota,11/24/2023,Commercial Breeder Operation,Turkey,"19,400",19400
Becker,Minnesota,12/6/2023,Commercial Breeder Operation,Turkey,"20,600",20600
Dodge,Minnesota,5/2/2024,Commercial Breeder Operation,Turkey,"14,100",14100
Lawrence,Missouri,2/10/2025,Commercial Turkey Breeder Hens,Turkey,"14,100",14100
Sampson,North Carolina,1/28/2025,Commercial Turkey Breeder Hens,Turkey,"24,100",24100
Mcpherson,Kansas,4/13/2022,Commercial Turkey Breeder Hens,Turkey,"6,900",6900
Kandiyohi,Minnesota,4/4/2022,Commercial Turkey Breeder Hens,Turkey,"20,400",20400
Kandiyohi,Minnesota,4/4/2022,Commercial Turkey Breeder Hens,Turkey,"48,500",48500
Becker,Minnesota,9/9/2022,Commercial Turkey Breeder Hens,Turkey,"17,100",17100
Otter Tail,Minnesota,9/14/2022,Commercial Turkey Breeder Hens,Turkey,"7,900",7900
Stearns,Minnesota,5/21/2024,Commercial Turkey Breeder Hens,Turkey,"6,800",6800
Kandiyohi,Minnesota,7/9/2024,Commercial Turkey Breeder Hens,Turkey,"21,900",21900
