State,County,Outbreak Date,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Kansas,Neosho,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,American black duck,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Colleton,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Kern,12/2/2023,EA H5,Ring-necked duck,Wild bird,Hunter harvest,NWDP
California,Kern,12/2/2023,EA H5N1,Cinnamon teal,Wild bird,Hunter harvest,NWDP
California,Kern,12/2/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
California,Kern,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Kern,12/2/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Canvasback,Wild bird,Hunter harvest,NWDP
Wisconsin,La Crosse,12/2/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Wisconsin,Marathon,12/2/2023,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,USGS
Wisconsin,Marathon,12/2/2023,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,USGS
Minnesota,Houston,12/2/2023,EA/AM H5N1,Tundra swan,Wild bird,Morbidity/Mortality,USGS
Washington,Chelan,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,USGS
North Carolina,Mecklenburg,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/2/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Morgan,12/2/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
North Dakota,Emmons,12/2/2023,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,12/2/2023,EA H5,Double-crested cormorant,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,12/2/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,12/2/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,12/2/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USGS
North Dakota,Emmons,12/2/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USGS
Oregon,Tillamook,12/2/2023,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Clatsop,12/2/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,OR DFW
Indiana,Starke,12/2/2023,EA/AM H5N1,Swan (unidentified),Wild bird,Morbidity/Mortality,IN DNR
Minnesota,Crow Wing,12/2/2023,EA H5N1,Bald eagle,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Carver,12/2/2023,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Georgia,Clarke,12/2/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Clarke,12/2/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Clarke,12/2/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Alaska,Kenai Peninsula,12/2/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AK DFG
Washington,Clallam,12/2/2023,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,Clallam,12/2/2023,EA H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,WA DFW
Washington,Clallam,12/2/2023,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,WA DFW
Colorado,Denver,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Agency harvest,NWDP
Colorado,Adams,12/2/2023,EA/AM H5N1,Northern shoveler,Wild bird,Live bird,NWDP
Alaska,Juneau,12/2/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Washington,Skagit,12/2/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,12/2/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Grant,12/2/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Washington,Clark,12/2/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Washington,Clark,12/2/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Washington,Clark,12/2/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Washington,Clark,12/2/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Washington,Snohomish,12/2/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Washington,Snohomish,12/2/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Washington,Grant,12/2/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/2/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Charleston,12/2/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
South Carolina,Richland,12/2/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Oregon,Tillamook,12/1/2023,EA H5,Herring gull,Wild bird,Morbidity/Mortality,OR DFW
Utah,Cache,11/28/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,UT DWR
Nebraska,Scotts Bluff,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Clark,11/28/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Wyoming,Goshen,11/28/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Nebraska,Buffalo,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Washington,Grant,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Colorado,Boulder,11/28/2023,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,Glenn,11/28/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
California,Glenn,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Glenn,11/28/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Glenn,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Wyoming,Goshen,11/28/2023,EA H5N1,Canvasback,Wild bird,Hunter harvest,NWDP
Nebraska,Scotts Bluff,11/28/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Nebraska,Scotts Bluff,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,Clark,11/28/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Marion,11/28/2023,EA/AM H5N1,Ring-billed gull,Wild bird,Morbidity/Mortality,OR DFW
Washington,Grant,11/28/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Montana,Lake,11/28/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,MT FWP
New York,Seneca,11/28/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Montana,Lake,11/28/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MT FWP
Oregon,Benton,11/28/2023,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Washington,Clark,11/28/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Redhead duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,Calhoun,11/28/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Washington,Skagit,11/26/2023,EA H5,Lesser scaup,Wild bird,Hunter harvest,NWDP
Colorado,Boulder,11/26/2023,EA H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Arapahoe,11/26/2023,EA H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Weld,11/26/2023,EA H5N1,Double-crested cormorant,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Weld,11/26/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Kansas,Lyon,11/26/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,SCWDS
Kansas,Kearny,11/26/2023,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,SCWDS
Texas,Denton,11/26/2023,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,TX PWD
California,Contra Costa,11/26/2023,EA/AM H5N1,Duck (unidentified),Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Minnesota,Hennepin,11/26/2023,EA/AM H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Minnesota,Winona,11/26/2023,EA/AM H5N1,Peregrine falcon,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Tennessee,Lincoln,11/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,TN FWC/SCWDS
Tennessee,Lincoln,11/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,TN FWC/SCWDS
South Dakota,Beadle,11/26/2023,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,SD GFP
Wyoming,Platte,11/26/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,WY GFD
Louisiana,East Baton Rouge,11/26/2023,EA H5N1,Cooper's hawk,Wild bird,Morbidity/Mortality,LA DWF
Wyoming,Washakie,11/26/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Washakie,11/26/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Oregon,Polk,11/26/2023,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Benton,11/26/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Umatilla,11/26/2023,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Marion,11/26/2023,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Florida,Volusia,11/26/2023,EA H5N1,Lesser scaup,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Whatcom,11/26/2023,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,WA DFW
Idaho,Canyon,11/26/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Washington,Snohomish,11/26/2023,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,WA DFW
Alaska,Anchorage,11/26/2023,EA H5N1,Mallard,Wild bird,Agency harvest,NWDP
Alaska,Anchorage,11/26/2023,EA H5N1,Mallard,Wild bird,Agency harvest,NWDP
California,Kern,11/26/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Alaska,Anchorage,11/26/2023,EA H5N1,Green-winged teal,Wild bird,Agency harvest,NWDP
Washington,Skagit,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Warren,11/26/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Warren,11/26/2023,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
South Carolina,Aiken,11/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Fairfield,11/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
South Carolina,Aiken,11/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Aiken,11/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Aiken,11/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Aiken,11/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Fairfield,11/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Fairfield,11/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
South Carolina,Fairfield,11/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
South Carolina,Fairfield,11/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Kansas,Crawford,11/26/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Crawford,11/26/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Indiana,Posey,11/26/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Illinois,St. Clair,11/26/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Kansas,Crawford,11/26/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,American black duck,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Ohio,Ottawa,11/26/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Arizona,Yuma,11/24/2023,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Arizona,Mohave,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arizona,Mohave,11/24/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,11/24/2023,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Worth,11/24/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Worth,11/24/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Idaho,Canyon,11/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Arizona,Maricopa,11/24/2023,EA H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Arizona,Maricopa,11/24/2023,EA H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Arizona,Maricopa,11/24/2023,EA/AM H5N1,Osprey,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Utah,Box Elder,11/22/2023,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Arkansas,Benton,11/22/2023,EA H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Oregon,Morrow,11/22/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,Ring-necked duck,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/22/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/22/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/22/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Utah,Box Elder,11/22/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Morrow,11/22/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
