County,State,Temp,Temp Anomaly (1901-2000 base period),Temp 1901-2000 Mean,Precipitation,Prec Anomaly (1901-2000 base period),Prec 1901-2000 Mean,Z Palmer Index,Z Anomaly (1901-2000 base period),Z 1901-2000 Mean
Kent ,Delaware,56.9,2.9,54,30.64,-12.34,42.98,-1.85,-1.85,-0.01
New Castle ,Delaware,56.3,3,53.3,35.5,-7.66,43.16,-1.38,-1.39,0.01
Sussex ,Delaware,57.2,2.4,54.7,31.92,-11.61,43.53,-1.83,-1.81,-0.02
Alachua ,Florida,70.8,2.1,68.7,55.86,3.14,52.72,-0.19,-0.18,-0.01
Baker ,Florida,69.7,2.3,67.4,54.18,2.58,51.6,-0.35,-0.28,-0.07
Bay ,Florida,69.7,2.3,67.4,59.83,1.13,58.7,-0.14,-0.16,0.02
Bradford ,Florida,70.5,2.3,68.2,56.45,4.05,52.4,-0.25,-0.21,-0.04
Brevard ,Florida,73.5,1.9,71.6,48.54,-2.1,50.64,-0.52,-0.65,0.13
Broward ,Florida,76.9,2.8,74,63.46,6.27,57.19,0.01,-0.1,0.12
Calhoun ,Florida,69.1,2.2,66.8,61.28,2.98,58.3,-0.17,-0.14,-0.02
Charlotte ,Florida,74.5,1.7,72.8,55.07,4.07,51,0.09,0.06,0.03
Citrus ,Florida,72.2,2.5,69.8,57.44,3.98,53.46,0,0.02,-0.02
Clay ,Florida,71.3,2.9,68.4,58.13,6.16,51.97,-0.15,-0.13,-0.02
Collier ,Florida,76.6,2.7,73.9,58.1,5.87,52.23,-0.09,-0.19,0.1
Columbia ,Florida,69.5,1.9,67.6,54.78,3.2,51.58,-0.18,-0.12,-0.06
DeSoto ,Florida,73.9,1.8,72,52.37,0.87,51.5,-0.25,-0.29,0.03
Dixie ,Florida,70.5,2.4,68.1,52.21,-1.6,53.81,-0.42,-0.44,0.02
Duval ,Florida,71.2,3.2,68,58.77,8.45,50.32,-0.04,-0.05,0.02
Escambia ,Florida,68.6,1.6,67,58.22,-4.34,62.56,-0.41,-0.41,0
Flagler ,Florida,72.3,2.9,69.5,50.04,-1.94,51.98,-0.71,-0.72,0.01
Franklin ,Florida,70,2.2,67.7,65.93,7.52,58.41,-0.12,-0.1,-0.02
Gadsden ,Florida,69.2,2.4,66.7,59.72,2.97,56.75,-0.26,-0.27,0.01
Gilchrist ,Florida,70.2,2.2,68.1,53.67,0.81,52.86,-0.32,-0.33,0.01
Glades ,Florida,74.8,2.2,72.5,50.33,-0.15,50.48,-0.36,-0.43,0.07
Gulf ,Florida,69.7,2.4,67.3,63.47,4.8,58.67,-0.25,-0.24,-0.01
Hamilton ,Florida,69.4,2.3,67.1,58.27,6.35,51.92,0.17,0.18,-0.02
Hardee ,Florida,74,2.4,71.6,54.15,1.48,52.67,-0.3,-0.37,0.07
Hendry ,Florida,75.7,2.5,73.1,53.62,1.6,52.02,-0.52,-0.59,0.07
Hernando ,Florida,72.9,2.9,70,60.15,6.46,53.69,0.01,0.02,-0.01
Highlands ,Florida,74.1,2.2,71.9,47.91,-2.78,50.69,-0.57,-0.66,0.09
Hillsborough ,Florida,74.3,3.1,71.3,64.74,12.23,52.51,0.43,0.38,0.05
Holmes ,Florida,68.1,1.6,66.4,61.19,3.27,57.92,0.19,0.12,0.07
Indian River ,Florida,74,2.3,71.7,47.23,-5.42,52.65,-0.77,-0.87,0.1
Jackson ,Florida,68.6,1.7,67,61.93,7.06,54.87,0.33,0.3,0.03
Jefferson ,Florida,69.5,2.5,67,55.56,0.34,55.22,-0.32,-0.37,0.05
Lafayette ,Florida,69.9,2.3,67.6,54.68,0.17,54.51,-0.33,-0.33,0
Lake ,Florida,73.2,2.8,70.4,52.01,0.91,51.1,-0.29,-0.35,0.07
Lee ,Florida,75.4,2,73.4,59.38,9.23,50.15,0.36,0.32,0.04
Leon ,Florida,69.7,2.6,67,58.83,1.41,57.42,-0.37,-0.37,0
Levy ,Florida,71.2,2.5,68.7,52.48,-0.64,53.12,-0.44,-0.45,0.01
Liberty ,Florida,69.4,2.4,67,62.23,3.22,59.01,-0.3,-0.27,-0.03
Madison ,Florida,69.3,2.4,66.9,55.13,1.42,53.71,-0.12,-0.17,0.05
Manatee ,Florida,74,2.3,71.7,62.78,10.07,52.71,0.26,0.19,0.07
Marion ,Florida,72,2.5,69.5,52.25,-0.67,52.92,-0.37,-0.37,0
Martin ,Florida,75.7,2.8,72.9,54.2,-0.06,54.26,-0.38,-0.52,0.14
Miami-Dade ,Florida,77,2.7,74.3,62.84,7.59,55.25,0.29,0.18,0.1
Monroe ,Florida,77.6,2.6,74.9,56.52,5.57,50.95,0.31,0.22,0.09
Nassau ,Florida,70.3,2.9,67.3,57.94,7.29,50.65,-0.06,-0.04,-0.02
Okaloosa ,Florida,68.7,2.1,66.6,53.77,-7.17,60.94,-0.56,-0.61,0.05
Okeechobee ,Florida,74.3,2.3,72,48.33,-2.69,51.02,-0.57,-0.68,0.11
Orange ,Florida,73.9,2.5,71.3,49.51,-1.08,50.59,-0.48,-0.58,0.11
Osceola ,Florida,74.1,2.4,71.7,43.01,-7.53,50.54,-1.18,-1.3,0.12
Palm Beach ,Florida,76.1,2.7,73.4,56.56,-0.49,57.05,-0.52,-0.57,0.05
Pasco ,Florida,73.5,3.1,70.4,62.34,9.11,53.23,0.18,0.18,0.01
Pinellas ,Florida,75.1,3.2,71.9,63.6,11.85,51.75,0.31,0.29,0.01
Polk ,Florida,74.1,2.6,71.5,52.62,0.7,51.92,-0.31,-0.4,0.1
Putnam ,Florida,72,2.9,69.2,56.5,3.23,53.27,-0.28,-0.27,-0.01
St. Johns ,Florida,71.9,3.2,68.8,56.98,5.89,51.09,-0.22,-0.2,-0.01
St. Lucie ,Florida,74.9,2.5,72.4,53.22,0.25,52.97,-0.36,-0.47,0.12
Santa Rosa ,Florida,68.4,1.5,67,55.4,-6.9,62.3,-0.55,-0.55,0
Sarasota ,Florida,73.9,1.6,72.3,62.28,10.05,52.23,0.33,0.27,0.06
Seminole ,Florida,73.5,2.3,71.2,53.65,2.92,50.73,-0.14,-0.25,0.11
Sumter ,Florida,72.7,2.6,70.1,55.25,2.73,52.52,-0.1,-0.1,0
Suwannee ,Florida,69.7,2.2,67.5,58.35,5.1,53.25,0.02,0.04,-0.02
Taylor ,Florida,70.1,2.5,67.6,52.21,-3.5,55.71,-0.54,-0.56,0.02
Union ,Florida,69.9,1.9,67.9,54.62,2.81,51.81,-0.27,-0.22,-0.05
Volusia ,Florida,72.8,2.5,70.3,53.56,2.47,51.09,-0.3,-0.36,0.06
Wakulla ,Florida,70,2.5,67.5,60.01,1.64,58.37,-0.34,-0.32,-0.02
Walton ,Florida,68.7,2.2,66.5,57.62,-2.76,60.38,-0.24,-0.29,0.06
Washington ,Florida,68.7,1.8,66.9,60.63,3.08,57.55,0.16,0.1,0.06
Appling ,Georgia,67.5,1.6,65.9,57.72,9.71,48.01,0.7,0.68,0.02
Atkinson ,Georgia,68,2,66,59.99,11.2,48.79,0.7,0.64,0.06
Bacon ,Georgia,67.6,1.6,66,58.34,10.11,48.23,0.68,0.64,0.05
Baker ,Georgia,67.9,1.8,66.1,55.74,3.86,51.88,0.01,-0.03,0.04
Baldwin ,Georgia,65.3,2,63.3,52.39,5.83,46.56,0.58,0.47,0.11
Banks ,Georgia,62.9,2.5,60.4,45.93,-7.09,53.02,-0.8,-0.79,-0.01
Barrow ,Georgia,63.3,2.7,60.5,47.95,-2.85,50.8,-0.41,-0.43,0.02
Bartow ,Georgia,62.3,2.1,60.2,44.84,-6.47,51.31,-0.76,-0.72,-0.04
Ben Hill ,Georgia,67.5,2.4,65.1,57.55,9.98,47.57,0.59,0.54,0.04
Berrien ,Georgia,67.5,1.8,65.8,60.39,11.89,48.5,0.75,0.71,0.04
Bibb ,Georgia,64.9,1.5,63.4,51.24,4.73,46.51,0.26,0.2,0.06
Bleckley ,Georgia,65.9,1.5,64.4,48.98,1.96,47.02,0,-0.07,0.07
Brantley ,Georgia,68.3,2.1,66.1,54,4.04,49.96,-0.01,0.01,-0.02
Brooks ,Georgia,67.8,1.6,66.2,60.03,8,52.03,0.42,0.36,0.06
Bryan ,Georgia,67.6,1.6,66,55.36,6.34,49.02,0.38,0.35,0.03
Bulloch ,Georgia,66.9,1.9,65,59.82,12.22,47.6,0.95,0.88,0.07
Burke ,Georgia,65.4,1.9,63.5,49.56,4.03,45.53,0.31,0.23,0.08
Butts ,Georgia,64.5,2.7,61.8,56.33,6.86,49.47,0.35,0.3,0.05
Calhoun ,Georgia,67.4,1.8,65.6,54.53,2.49,52.04,-0.06,-0.09,0.03
Camden ,Georgia,69.6,2.6,67,55.77,4.79,50.98,-0.11,-0.08,-0.03
Candler ,Georgia,66.8,1.8,65,59.64,12.63,47.01,1.06,0.95,0.11
Carroll ,Georgia,62.9,3.1,59.8,47.77,-5.87,53.64,-0.78,-0.76,-0.01
Catoosa ,Georgia,62.2,2.9,59.3,41.01,-12,53.01,-1.38,-1.29,-0.09
Charlton ,Georgia,69.4,2.6,66.8,53.81,3.51,50.3,-0.18,-0.13,-0.04
Chatham ,Georgia,67.9,1.8,66.1,54.44,5.34,49.1,0.24,0.22,0.03
Chattahoochee ,Georgia,66,1.9,64.1,58.1,9.31,48.79,0.55,0.58,-0.03
Chattooga ,Georgia,61.5,1.6,59.9,49.88,-5.06,54.94,-0.52,-0.51,-0.01
Cherokee ,Georgia,61.9,2.4,59.5,48.39,-5.25,53.64,-0.6,-0.58,-0.03
Clarke ,Georgia,63.5,2.5,61,46.43,-3.59,50.02,-0.53,-0.56,0.03
Clay ,Georgia,67,1.7,65.4,51.08,-1.3,52.38,-0.24,-0.25,0.01
Clayton ,Georgia,64.2,3,61.1,56.03,5.82,50.21,0.17,0.17,0
Clinch ,Georgia,68.7,2.2,66.5,54.21,4.37,49.84,-0.04,-0.03,0
Cobb ,Georgia,62.9,2.8,60.1,45.4,-5.87,51.27,-0.83,-0.83,0
Coffee ,Georgia,67.8,2.2,65.6,61.17,12.95,48.22,0.88,0.81,0.07
Colquitt ,Georgia,67,1.4,65.7,59.09,8.79,50.3,0.51,0.46,0.05
Columbia ,Georgia,65,2.3,62.8,46.06,-0.06,46.12,-0.08,-0.15,0.07
Cook ,Georgia,67.3,1.4,65.8,60.33,10.95,49.38,0.7,0.65,0.05
Coweta ,Georgia,64.1,3.1,61,49.2,-2.22,51.42,-0.56,-0.56,0.01
Crawford ,Georgia,64.8,1.6,63.2,51.71,3.53,48.18,0.16,0.09,0.07
Crisp ,Georgia,67,2.5,64.5,52.28,5.22,47.06,0.17,0.08,0.09
Dade ,Georgia,60.8,2.2,58.5,45.24,-8.95,54.19,-1.03,-0.96,-0.06
Dawson ,Georgia,60.5,2.2,58.2,56.41,-3.06,59.47,-0.42,-0.4,-0.02
Decatur ,Georgia,68.7,2,66.6,57.65,3.9,53.75,-0.12,-0.15,0.03
DeKalb ,Georgia,63.6,3.1,60.6,52.37,1.73,50.64,-0.17,-0.18,0.01
Dodge ,Georgia,66.6,1.7,64.8,50.64,3.16,47.48,0.13,0.06,0.07
Dooly ,Georgia,66.5,2.2,64.3,51.25,4,47.25,0.11,0.03,0.08
Dougherty ,Georgia,67.6,1.9,65.8,55.52,5.98,49.54,0.33,0.24,0.09
Douglas ,Georgia,63.2,3.1,60.1,48.1,-3.94,52.04,-0.66,-0.66,0.01
Early ,Georgia,67.7,1.7,66,52.59,-0.64,53.23,-0.21,-0.23,0.02
Echols ,Georgia,68.9,2.2,66.7,56.52,5.56,50.96,0.17,0.17,0
Effingham ,Georgia,67.1,2,65.1,58.01,9.7,48.31,0.62,0.57,0.05
Elbert ,Georgia,64,3.1,60.9,44.25,-4.26,48.51,-0.63,-0.69,0.06
Emanuel ,Georgia,66.4,2,64.5,55.15,8.72,46.43,0.77,0.66,0.11
Evans ,Georgia,67.3,1.6,65.7,58.19,10.61,47.58,0.85,0.79,0.06
Fannin ,Georgia,57.9,1.9,56,55.23,-4.86,60.09,-0.47,-0.45,-0.02
Fayette ,Georgia,64.3,3,61.2,52.95,2.72,50.23,-0.11,-0.11,0
Floyd ,Georgia,62.3,1.8,60.4,48.7,-3.48,52.18,-0.46,-0.44,-0.02
Forsyth ,Georgia,61.8,2.5,59.3,49.98,-3.71,53.69,-0.52,-0.49,-0.03
Franklin ,Georgia,63,2.5,60.5,41.57,-8.86,50.43,-0.99,-1.01,0.02
Fulton ,Georgia,63.4,3.1,60.3,50.5,-0.56,51.06,-0.38,-0.37,0
Gilmer ,Georgia,59,2,57,58.2,-3.39,61.59,-0.35,-0.31,-0.04
Glascock ,Georgia,65,2.1,62.9,49.88,2.94,46.94,0.21,0.11,0.1
Glynn ,Georgia,68.8,1.8,67,51.62,0.8,50.82,-0.21,-0.17,-0.04
Gordon ,Georgia,62.1,2.1,60.1,50,-2.89,52.89,-0.42,-0.38,-0.03
Grady ,Georgia,68.5,2.1,66.4,58,4.03,53.97,-0.12,-0.15,0.03
Greene ,Georgia,64.4,2.5,61.9,49.96,1.86,48.1,0.08,-0.04,0.12
Gwinnett ,Georgia,62.9,2.8,60.1,49.44,-1.97,51.41,-0.43,-0.44,0.01
Habersham ,Georgia,60.9,2.5,58.5,57.81,-5.97,63.78,-0.66,-0.63,-0.03
Hall ,Georgia,62.1,2.6,59.6,51.57,-3.2,54.77,-0.47,-0.44,-0.03
Hancock ,Georgia,64.9,2.2,62.7,51.78,4.5,47.28,0.48,0.35,0.13
Haralson ,Georgia,62,2.7,59.3,46.37,-6.96,53.33,-0.84,-0.81,-0.03
Harris ,Georgia,64.6,2.1,62.5,59.57,8.08,51.49,0.32,0.36,-0.05
Hart ,Georgia,63.2,2.8,60.4,42.57,-6.69,49.26,-0.83,-0.86,0.03
Heard ,Georgia,63.8,3,60.8,49.93,-3.18,53.11,-0.57,-0.55,-0.02
Henry ,Georgia,64.3,2.8,61.5,55.17,5.07,50.1,0.15,0.12,0.03
Houston ,Georgia,65.7,1.6,64.1,49.99,2.81,47.18,0.13,0.06,0.07
Irwin ,Georgia,67.5,2.3,65.2,59.1,11.46,47.64,0.7,0.66,0.04
Jackson ,Georgia,63.3,2.7,60.6,46.72,-3.95,50.67,-0.53,-0.54,0.01
Jasper ,Georgia,64.5,2.7,61.8,58.61,9.5,49.11,0.71,0.61,0.1
Jeff Davis ,Georgia,67.5,2.1,65.5,59.81,12.43,47.39,0.92,0.86,0.05
Jefferson ,Georgia,65.5,2.2,63.3,49.32,3.03,46.29,0.16,0.05,0.1
Jenkins ,Georgia,66,2.1,63.9,53.79,7.48,46.31,0.56,0.48,0.08
Johnson ,Georgia,66.2,2,64.1,51.53,5.09,46.44,0.43,0.31,0.12
Jones ,Georgia,64.8,2,62.8,53.79,6.65,47.14,0.5,0.43,0.07
Lamar ,Georgia,64.5,2.4,62,54.24,4.23,50.01,0.12,0.1,0.03
Lanier ,Georgia,68,1.9,66.1,59.25,9.6,49.65,0.57,0.52,0.05
Laurens ,Georgia,66.4,1.7,64.6,51.56,4.8,46.76,0.35,0.25,0.1
Lee ,Georgia,67.3,2.1,65.2,54.62,5.84,48.78,0.31,0.24,0.07
Liberty ,Georgia,67.6,1.3,66.3,52.65,3.38,49.27,0.19,0.17,0.02
Lincoln ,Georgia,64.5,2.4,62.1,49.53,2.29,47.24,0.21,0.11,0.1
Long ,Georgia,67.6,1.3,66.3,53.12,4.1,49.02,0.26,0.25,0.01
Lowndes ,Georgia,68.1,1.8,66.2,59.1,8.18,50.92,0.47,0.42,0.05
Lumpkin ,Georgia,59.6,2.3,57.4,60.68,-2.1,62.78,-0.39,-0.36,-0.03
McDuffie ,Georgia,64.6,2.2,62.4,49.01,1.97,47.04,0.13,0.03,0.1
McIntosh ,Georgia,68.1,1.3,66.8,50.18,-0.16,50.34,-0.18,-0.15,-0.02
Macon ,Georgia,65.8,2,63.9,52.07,3.88,48.19,0.19,0.12,0.07
Madison ,Georgia,63.5,2.9,60.6,44.38,-5.39,49.77,-0.72,-0.75,0.03
Marion ,Georgia,65.5,2,63.5,57.81,8.23,49.58,0.49,0.46,0.02
Meriwether ,Georgia,64.3,2.6,61.6,52.16,0.9,51.26,-0.24,-0.22,-0.01
Miller ,Georgia,68.1,1.8,66.3,56.08,2.69,53.39,-0.05,-0.08,0.03
Mitchell ,Georgia,67.8,1.8,66.1,56.26,5.37,50.89,0.13,0.07,0.06
Monroe ,Georgia,64.5,2.1,62.4,53.99,5.39,48.6,0.23,0.2,0.03
Montgomery ,Georgia,67.1,1.9,65.2,58.75,12.23,46.52,0.97,0.91,0.05
Morgan ,Georgia,64.2,2.6,61.6,55.31,6.09,49.22,0.45,0.33,0.13
Murray ,Georgia,61.3,2.3,59,53.12,-3.17,56.29,-0.46,-0.44,-0.02
Muscogee ,Georgia,65.7,1.9,63.8,59.22,9.48,49.74,0.47,0.52,-0.05
Newton ,Georgia,64.1,2.8,61.3,56.6,6.48,50.12,0.43,0.34,0.09
Oconee ,Georgia,63.7,2.5,61.2,47.57,-2.39,49.96,-0.42,-0.48,0.06
Oglethorpe ,Georgia,63.9,2.8,61.1,46.08,-2.68,48.76,-0.46,-0.53,0.07
Paulding ,Georgia,62.5,2.6,59.8,41.97,-9.56,51.53,-1.21,-1.19,-0.02
Peach ,Georgia,65.1,1.5,63.6,50.77,3.4,47.37,0.22,0.14,0.08
Pickens ,Georgia,60.6,2.2,58.4,54.83,-2.84,57.67,-0.32,-0.3,-0.03
Pierce ,Georgia,68,1.9,66.1,55.29,6.49,48.8,0.26,0.26,0.01
Pike ,Georgia,64.5,2.6,61.9,52.12,1.73,50.39,-0.13,-0.15,0.02
Polk ,Georgia,62.5,2.4,60,43.76,-7.5,51.26,-0.94,-0.9,-0.04
Pulaski ,Georgia,66.4,1.8,64.6,49.38,2.42,46.96,0.02,-0.03,0.05
Putnam ,Georgia,64.9,2.5,62.3,56.79,9.03,47.76,0.85,0.7,0.14
Quitman ,Georgia,66.6,1.7,64.8,55.59,4.84,50.75,0.18,0.17,0.02
Rabun ,Georgia,58.7,2.5,56.2,56.68,-12.76,69.44,-1.02,-1.02,0
Randolph ,Georgia,66.6,1.9,64.8,55.75,4.49,51.26,0.1,0.08,0.02
Richmond ,Georgia,65.4,2,63.4,46.22,1.24,44.98,0.01,-0.04,0.05
Rockdale ,Georgia,63.9,2.9,61.1,54.11,3.59,50.52,0.09,0.04,0.05
Schley ,Georgia,65.9,2.1,63.8,55.63,6.48,49.15,0.39,0.33,0.06
Screven ,Georgia,66.1,1.9,64.2,57.63,10.96,46.67,0.79,0.72,0.06
Seminole ,Georgia,68.5,1.8,66.7,59.79,6.23,53.56,0.17,0.13,0.04
Spalding ,Georgia,64.6,2.7,61.9,53.83,3.97,49.86,0.06,0.05,0.01
Stephens ,Georgia,62.4,2.1,60.3,49.53,-6.38,55.91,-0.67,-0.66,-0.01
Stewart ,Georgia,66.1,1.9,64.2,57.95,8.66,49.29,0.49,0.48,0
Sumter ,Georgia,66.7,2.3,64.5,54.75,6.04,48.71,0.32,0.27,0.06
Talbot ,Georgia,64.7,2,62.7,57.35,6.62,50.73,0.28,0.3,-0.01
Taliaferro ,Georgia,64.3,2.4,61.9,51.23,3.15,48.08,0.26,0.15,0.11
Tattnall ,Georgia,67.4,1.5,65.8,57.97,10.4,47.57,0.84,0.79,0.05
Taylor ,Georgia,65.1,1.8,63.3,54.06,4.74,49.32,0.25,0.19,0.06
Telfair ,Georgia,67.5,2.2,65.3,57.12,9.72,47.4,0.67,0.62,0.05
Terrell ,Georgia,67,2,65,56.25,6.01,50.24,0.27,0.22,0.05
Thomas ,Georgia,68,1.8,66.2,59.96,6.78,53.18,0.22,0.17,0.06
Tift ,Georgia,67,1.8,65.2,58.46,10.24,48.22,0.62,0.58,0.03
Toombs ,Georgia,67.2,1.7,65.5,59.05,12.1,46.95,0.98,0.93,0.05
Towns ,Georgia,57.8,2.6,55.2,56.01,-6.99,63,-0.73,-0.74,0.01
Treutlen ,Georgia,66.7,1.9,64.8,56.62,10.1,46.52,0.87,0.78,0.09
Troup ,Georgia,64.2,2.6,61.6,53.37,1.45,51.92,-0.15,-0.13,-0.01
Turner ,Georgia,66.9,2.2,64.7,54.9,7.14,47.76,0.4,0.34,0.06
Twiggs ,Georgia,65.4,1.5,64,49.86,3.19,46.67,0.13,0.06,0.07
Union ,Georgia,57.6,2.2,55.4,57.38,-3.59,60.97,-0.47,-0.47,0
Upson ,Georgia,64.6,2.2,62.5,53.54,3.31,50.23,0.08,0.04,0.04
Walker ,Georgia,61.3,2.2,59,45.07,-8.84,53.91,-0.97,-0.93,-0.04
Walton ,Georgia,63.5,2.7,60.8,51.37,0.73,50.64,-0.09,-0.16,0.07
Ware ,Georgia,68.6,2.2,66.4,53.62,4.47,49.15,-0.01,0,0
Warren ,Georgia,64.6,2.2,62.3,50.6,3.09,47.51,0.24,0.13,0.11
Washington ,Georgia,65.7,2.1,63.6,50.32,3.9,46.42,0.26,0.14,0.12
Wayne ,Georgia,67.6,1.5,66.2,54.18,4.68,49.5,0.18,0.2,-0.02
Webster ,Georgia,66.3,2.1,64.2,57.64,7.95,49.69,0.44,0.42,0.02
Wheeler ,Georgia,67.2,2,65.2,57.12,10.39,46.73,0.75,0.69,0.06
White ,Georgia,60,2.5,57.5,61.39,-2.7,64.09,-0.44,-0.41,-0.03
Whitfield ,Georgia,62.1,2.6,59.4,46.81,-6.88,53.69,-0.9,-0.85,-0.05
Wilcox ,Georgia,67,2.2,64.7,51.86,4.58,47.28,0.15,0.09,0.06
Wilkes ,Georgia,64.3,2.7,61.6,49.54,1.45,48.09,0.05,-0.04,0.08
Wilkinson ,Georgia,65.8,1.7,64,49.93,3.56,46.37,0.22,0.13,0.08
Worth ,Georgia,67.1,1.9,65.2,55.46,7.04,48.42,0.44,0.37,0.07
Ada ,Idaho,53.1,2.1,51,14.08,1.76,12.32,0.42,0.45,-0.03
Adams ,Idaho,45.2,2.3,42.9,31.28,-1.18,32.46,-0.41,-0.36,-0.05
Bannock ,Idaho,46.5,2.5,44,18.66,-0.83,19.49,-0.35,-0.44,0.09
Bear Lake ,Idaho,41.7,2.4,39.3,19.47,-1.95,21.42,-0.62,-0.65,0.03
Benewah ,Idaho,47.6,2.9,44.7,23.67,-7.69,31.36,-1.26,-1.21,-0.05
Bingham ,Idaho,46,2.6,43.4,12.11,-1.39,13.5,-0.42,-0.5,0.09
Blaine ,Idaho,43.6,2.4,41.2,14.69,-4.12,18.81,-0.95,-1.03,0.08
Boise ,Idaho,44.8,2.1,42.7,29.06,-1.5,30.56,-0.43,-0.4,-0.03
Bonner ,Idaho,45.5,2.9,42.6,32.07,-3.84,35.91,-0.65,-0.55,-0.1
Bonneville ,Idaho,43.4,2.5,40.9,19.94,-0.38,20.32,-0.49,-0.5,0.01
Boundary ,Idaho,43.5,3.3,40.2,34.03,-4.05,38.08,-0.7,-0.61,-0.08
Butte ,Idaho,43.2,2.6,40.6,10,-3.58,13.58,-1.09,-1.13,0.04
Camas ,Idaho,43,2.8,40.2,18.69,-5.7,24.39,-1.02,-1.02,0.01
Canyon ,Idaho,53.7,2.5,51.2,11.09,1.54,9.55,0.32,0.39,-0.07
Caribou ,Idaho,43.2,2.3,40.9,21.16,-1.24,22.4,-0.52,-0.53,0.01
Cassia ,Idaho,47.7,2.5,45.1,15.93,0.42,15.51,0.07,-0.02,0.09
Clark ,Idaho,42,3,39,12.96,-4.15,17.11,-1.5,-1.51,0.01
Clearwater ,Idaho,45.3,2.3,43,38.7,-8.06,46.76,-0.72,-0.7,-0.03
Custer ,Idaho,40,2.9,37.1,18.18,-4.41,22.59,-0.98,-1.05,0.07
Elmore ,Idaho,48.3,2.3,46,17.45,-2.72,20.17,-0.67,-0.66,-0.01
Franklin ,Idaho,46,3.1,43,20.82,-2.21,23.03,-0.63,-0.68,0.06
Fremont ,Idaho,41.5,3,38.5,18.26,-3.4,21.66,-1.17,-1.04,-0.13
Gem ,Idaho,50.6,2.1,48.4,21.14,2.36,18.78,0.26,0.24,0.01
Gooding ,Idaho,50.9,3.4,47.5,8.72,-2.46,11.18,-1.23,-1.28,0.05
Idaho ,Idaho,43.5,2.6,40.9,34.4,-3.13,37.53,-0.57,-0.6,0.03
Jefferson ,Idaho,45.2,3.1,42.1,7.93,-1.75,9.68,-0.87,-0.91,0.05
Jerome ,Idaho,51,3.5,47.5,8.46,-1.27,9.73,-0.87,-1.01,0.14
Kootenai ,Idaho,47.5,2.9,44.6,27.35,-4.96,32.31,-0.97,-0.91,-0.06
Latah ,Idaho,48.1,2.7,45.4,26.33,-4.24,30.57,-0.88,-0.85,-0.03
Lemhi ,Idaho,41.2,3,38.2,16.06,-5.12,21.18,-1.34,-1.48,0.14
Lewis ,Idaho,47.6,2.7,44.9,21.31,-4.14,25.45,-1.16,-1.19,0.03
Lincoln ,Idaho,48.7,3.5,45.2,8.85,-1.68,10.53,-0.92,-0.99,0.08
Madison ,Idaho,44.5,3.1,41.4,12.38,-2.44,14.82,-0.92,-0.93,0
Minidoka ,Idaho,48.1,2.8,45.2,10.36,0.63,9.73,0.34,0.18,0.15
Nez Perce ,Idaho,50.9,2.9,48,18.68,-3.28,21.96,-1.03,-1.06,0.03
Oneida ,Idaho,48,3.1,44.9,16.26,-2.25,18.51,-0.7,-0.75,0.05
Owyhee ,Idaho,48.9,2.1,46.8,11.38,-1.19,12.57,-0.3,-0.32,0.03
Payette ,Idaho,53.2,2.8,50.4,14.84,2.05,12.79,0.23,0.26,-0.03
Power ,Idaho,46.9,2.1,44.8,17.96,2.05,15.91,0.54,0.36,0.18
Shoshone ,Idaho,44.5,2.7,41.8,39.41,-8.1,47.51,-0.7,-0.66,-0.04
Teton ,Idaho,41.1,2.5,38.6,21.5,-1.2,22.7,-0.59,-0.6,0.01
Twin Falls ,Idaho,48.9,2.1,46.8,10.05,-2.48,12.53,-0.8,-0.85,0.04
Valley ,Idaho,40.6,2.4,38.2,32.16,-4,36.16,-0.64,-0.64,0
Washington ,Idaho,49.5,2.3,47.2,22.27,1.64,20.63,0.13,0.12,0.01
Adams ,Illinois,55.7,3.3,52.4,35.43,-1.32,36.75,-0.7,-0.65,-0.04
Alexander ,Illinois,60.1,3.3,56.8,47.7,2.51,45.19,-0.13,-0.03,-0.09
Bond ,Illinois,57.4,3.4,54,41.02,1.7,39.32,-0.04,-0.08,0.04
Boone ,Illinois,51.7,4.5,47.2,36.95,2.97,33.98,-0.04,-0.02,-0.02
Brown ,Illinois,55.3,3.2,52.1,36.95,0.22,36.73,-0.32,-0.29,-0.02
Bureau ,Illinois,53,4.1,48.9,34.21,-0.86,35.07,-0.48,-0.51,0.03
Calhoun ,Illinois,56.9,3.1,53.8,43.37,5.64,37.73,0.39,0.27,0.13
Carroll ,Illinois,51.8,4.5,47.3,35.11,0.69,34.42,-0.2,-0.21,0.01
Cass ,Illinois,55.2,2.9,52.2,35.36,-1.01,36.37,-0.32,-0.28,-0.04
Champaign ,Illinois,54.5,3.7,50.9,38.4,1.79,36.61,-0.12,-0.12,0
Christian ,Illinois,56,3.6,52.4,39.18,2.31,36.87,-0.1,-0.14,0.04
Clark ,Illinois,56.3,3.6,52.7,34.57,-5.05,39.62,-0.99,-1.02,0.03
Clay ,Illinois,57.3,3.4,53.9,42,1.72,40.28,-0.08,-0.1,0.02
Clinton ,Illinois,57.9,3.3,54.6,48.54,8.84,39.7,0.71,0.65,0.06
Coles ,Illinois,55.5,3.3,52.2,35.13,-3.11,38.24,-0.69,-0.69,0.01
Cook ,Illinois,53.7,4.9,48.8,35.6,1.21,34.39,-0.33,-0.31,-0.01
Crawford ,Illinois,56.8,3.2,53.6,35.87,-5.07,40.94,-0.92,-0.95,0.02
Cumberland ,Illinois,56.2,3.4,52.8,36.26,-3.16,39.42,-0.66,-0.66,0.01
